"","id","accuracy_order","social_media_post_removed","social_media_post_flagged","age","gender","education","household_income","race","weight","hispanic","party_id","party_id_dem","party_id_rep","headline_order","remove","censorship","accuracy","harm","headline","headline_orientation","headline_pro_dem","headline_pro_rep","accuracy_binary","social_media_most_common_newsformat","political_interest","aligned"
"591","296",0,0,0,76,0,4,5,"Non-White",0.2691,0,"Democrat",1,0,0,1,0,4,0,"headline_pro_dem_5","pro_dem",1,0,1,0,3.75,1
"592","296",0,0,0,76,0,4,5,"Non-White",0.2691,0,"Democrat",1,0,1,1,0,1,0,"headline_pro_rep_3","pro_rep",0,1,0,0,3.75,0
"593","297",1,0,0,38,1,4,6,"White",0.4068,1,"Democrat",1,0,0,1,0,2,0,"headline_pro_dem_6","pro_dem",1,0,0,1,2.5,1
"594","297",1,0,0,38,1,4,6,"White",0.4068,1,"Democrat",1,0,1,1,0,1,0,"headline_pro_rep_8","pro_rep",0,1,0,1,2.5,0
"595","298",0,0,0,33,0,4,6,"Non-White",0.3458,0,"Democrat",1,0,0,1,0,1,1,"headline_pro_rep_2","pro_rep",0,1,0,0,2.75,0
"596","298",0,0,0,33,0,4,6,"Non-White",0.3458,0,"Democrat",1,0,1,1,0,1,1,"headline_pro_dem_7","pro_dem",1,0,0,0,2.75,1
"597","299",1,0,0,59,0,3,6,"Non-White",0.9392,0,"Democrat",1,0,0,1,0,1,1,"headline_pro_dem_9","pro_dem",1,0,0,0,2.5,1
"598","299",1,0,0,59,0,3,6,"Non-White",0.9392,0,"Democrat",1,0,1,1,0,1,1,"headline_pro_rep_2","pro_rep",0,1,0,0,2.5,0
"599","300",0,1,1,69,1,1,5,"White",2.1643,0,"Republican",0,1,0,0,1,1,0,"headline_pro_rep_5","pro_rep",0,1,0,0,2.5,1
"600","300",0,1,1,69,1,1,5,"White",2.1643,0,"Republican",0,1,1,0,1,1,0,"headline_pro_dem_3","pro_dem",1,0,0,0,2.5,0
"601","301",1,0,0,35,1,3,3,"White",0.8847,1,"Republican",0,1,0,0,1,3,0,"headline_pro_rep_8","pro_rep",0,1,1,0,3,1
"602","301",1,0,0,35,1,3,3,"White",0.8847,1,"Republican",0,1,1,0,1,2,0,"headline_pro_dem_9","pro_dem",1,0,0,0,3,0
"603","302",1,0,0,61,1,2,5,"White",1.3572,0,"Republican",0,1,0,0,1,2,0,"headline_pro_rep_2","pro_rep",0,1,0,0,2.75,1
"604","302",1,0,0,61,1,2,5,"White",1.3572,0,"Republican",0,1,1,0,1,2,0,"headline_pro_dem_1","pro_dem",1,0,0,0,2.75,0
"605","303",1,0,0,38,0,5,7,"White",1.1128,1,"Democrat",1,0,0,1,1,2,1,"headline_pro_rep_1","pro_rep",0,1,0,0,2.75,0
"606","303",1,0,0,38,0,5,7,"White",1.1128,1,"Democrat",1,0,1,1,0,1,1,"headline_pro_dem_4","pro_dem",1,0,0,0,2.75,1
"607","304",0,0,0,36,0,5,6,"Non-White",0.302,0,"Democrat",1,0,0,1,0,1,1,"headline_pro_rep_9","pro_rep",0,1,0,0,1.75,0
"608","304",0,0,0,36,0,5,6,"Non-White",0.302,0,"Democrat",1,0,1,1,0,1,0,"headline_pro_dem_7","pro_dem",1,0,0,0,1.75,1
"609","305",1,0,0,37,1,3,3,"White",1.4791,0,"Republican",0,1,0,1,0,1,0,"headline_pro_rep_3","pro_rep",0,1,0,1,1,1
"610","305",1,0,0,37,1,3,3,"White",1.4791,0,"Republican",0,1,1,0,0,1,0,"headline_pro_dem_2","pro_dem",1,0,0,1,1,0
"611","306",1,0,0,37,0,1,4,"White",2.4625,0,"Republican",0,1,0,0,1,4,1,"headline_pro_dem_9","pro_dem",1,0,1,0,3.5,0
"612","306",1,0,1,37,0,1,4,"White",2.4625,0,"Republican",0,1,1,0,1,1,1,"headline_pro_rep_3","pro_rep",0,1,0,0,3.5,1
"613","307",0,0,0,48,0,1,5,"White",2.1811,0,"Republican",0,1,0,0,0,2,0,"headline_pro_rep_6","pro_rep",0,1,0,1,2.75,1
"614","307",0,0,0,48,0,1,5,"White",2.1811,0,"Republican",0,1,1,0,1,2,0,"headline_pro_dem_3","pro_dem",1,0,0,1,2.75,0
"615","308",1,0,0,73,1,2,3,"White",1.2008,0,"Republican",0,1,0,0,0,2,0,"headline_pro_dem_3","pro_dem",1,0,0,0,2.75,0
"616","308",1,0,0,73,1,2,3,"White",1.2008,0,"Republican",0,1,1,0,1,1,0,"headline_pro_rep_7","pro_rep",0,1,0,0,2.75,1
"617","309",0,0,0,66,1,2,5,"White",1.4679,0,"Democrat",1,0,0,1,0,3,1,"headline_pro_rep_7","pro_rep",0,1,1,0,3.75,0
"618","309",0,1,1,66,1,2,5,"White",1.4679,0,"Democrat",1,0,1,0,1,3,0,"headline_pro_dem_8","pro_dem",1,0,1,0,3.75,1
"619","310",0,0,0,74,0,1,4,"White",1.8554,0,"Democrat",1,0,0,1,0,2,1,"headline_pro_dem_1","pro_dem",1,0,0,0,3,1
"620","310",0,0,0,74,0,1,4,"White",1.8554,0,"Democrat",1,0,1,0,0,3,0,"headline_pro_rep_2","pro_rep",0,1,1,0,3,0
"621","311",0,1,1,28,0,2,6,"White",2.9676,0,"Republican",0,1,0,1,0,1,0,"headline_pro_dem_1","pro_dem",1,0,0,0,3,0
"622","311",0,1,1,28,0,2,6,"White",2.9676,0,"Republican",0,1,1,0,1,4,1,"headline_pro_rep_4","pro_rep",0,1,1,0,3,1
"623","312",0,0,0,74,0,2,6,"Non-White",0.6282,0,"Democrat",1,0,0,1,0,2,1,"headline_pro_rep_6","pro_rep",0,1,0,0,1.5,0
"624","312",0,0,0,74,0,2,6,"Non-White",0.6282,0,"Democrat",1,0,1,1,1,2,1,"headline_pro_dem_5","pro_dem",1,0,0,0,1.5,1
"625","313",1,0,0,55,0,4,3,"Non-White",0.2645,0,"Republican",0,1,0,1,0,1,1,"headline_pro_dem_6","pro_dem",1,0,0,0,2,0
"626","313",1,0,0,55,0,4,3,"Non-White",0.2645,0,"Republican",0,1,1,1,0,1,1,"headline_pro_rep_8","pro_rep",0,1,0,0,2,1
"627","314",0,0,0,34,0,5,6,"White",1.2275,0,"Democrat",1,0,0,0,1,1,0,"headline_pro_dem_4","pro_dem",1,0,0,1,3.25,1
"628","314",0,0,0,34,0,5,6,"White",1.2275,0,"Democrat",1,0,1,0,0,2,0,"headline_pro_rep_3","pro_rep",0,1,0,1,3.25,0
"629","315",0,1,1,35,1,3,7,"White",1.7614,0,"Republican",0,1,0,0,1,3,0,"headline_pro_rep_8","pro_rep",0,1,1,0,3,1
"630","315",0,1,1,35,1,3,7,"White",1.7614,0,"Republican",0,1,1,0,1,3,0,"headline_pro_dem_9","pro_dem",1,0,1,0,3,0
"631","316",1,0,0,30,0,3,7,"Non-White",1.0787,0,"Democrat",1,0,0,0,0,1,0,"headline_pro_rep_1","pro_rep",0,1,0,0,3,0
"632","316",1,0,0,30,0,3,7,"Non-White",1.0787,0,"Democrat",1,0,1,0,1,4,0,"headline_pro_dem_9","pro_dem",1,0,1,0,3,1
"633","317",1,0,0,36,1,2,2,"White",1.7895,0,"Republican",0,1,0,1,0,1,0,"headline_pro_rep_9","pro_rep",0,1,0,0,2,1
"634","317",1,0,0,36,1,2,2,"White",1.7895,0,"Republican",0,1,1,1,0,3,0,"headline_pro_dem_8","pro_dem",1,0,1,0,2,0
"635","318",0,0,0,34,0,2,2,"Non-White",0.8642,0,"Democrat",1,0,0,1,0,1,0,"headline_pro_rep_3","pro_rep",0,1,0,0,2.25,0
"636","318",0,0,0,34,0,2,2,"Non-White",0.8642,0,"Democrat",1,0,1,0,1,3,0,"headline_pro_dem_5","pro_dem",1,0,1,0,2.25,1
"637","319",0,0,0,37,1,5,7,"Non-White",0.3577,0,"Democrat",1,0,0,1,0,1,1,"headline_pro_rep_8","pro_rep",0,1,0,0,3,0
"638","319",0,0,0,37,1,5,7,"Non-White",0.3577,0,"Democrat",1,0,1,0,1,3,0,"headline_pro_dem_9","pro_dem",1,0,1,0,3,1
"639","320",1,0,0,52,0,1,5,"Non-White",2.1731,0,"Democrat",1,0,0,1,0,3,1,"headline_pro_dem_6","pro_dem",1,0,1,0,1,1
"640","320",1,1,0,52,0,1,5,"Non-White",2.1731,0,"Democrat",1,0,1,1,0,1,1,"headline_pro_rep_7","pro_rep",0,1,0,0,1,0
"641","321",1,1,1,44,1,4,6,"White",1.3995,0,"Democrat",1,0,0,1,0,1,1,"headline_pro_rep_4","pro_rep",0,1,0,0,3.75,0
"642","321",1,1,1,44,1,4,6,"White",1.3995,0,"Democrat",1,0,1,1,0,1,1,"headline_pro_dem_7","pro_dem",1,0,0,0,3.75,1
"643","322",0,0,0,32,0,1,5,"White",2.0458,1,"Democrat",1,0,0,0,0,3,0,"headline_pro_dem_2","pro_dem",1,0,1,0,2.25,1
"644","322",0,0,0,32,0,1,5,"White",2.0458,1,"Democrat",1,0,1,1,0,2,0,"headline_pro_rep_6","pro_rep",0,1,0,0,2.25,0
"645","323",1,0,0,59,1,5,6,"White",1.458,0,"Republican",0,1,0,0,1,1,0,"headline_pro_rep_7","pro_rep",0,1,0,0,3.75,1
"646","323",1,0,0,59,1,5,6,"White",1.458,0,"Republican",0,1,1,0,1,1,0,"headline_pro_dem_5","pro_dem",1,0,0,0,3.75,0
"647","324",1,0,0,69,1,4,4,"White",1.0568,0,"Republican",0,1,0,0,1,2,0,"headline_pro_dem_4","pro_dem",1,0,0,0,3.25,0
"648","324",1,0,0,69,1,4,4,"White",1.0568,0,"Republican",0,1,1,0,1,1,0,"headline_pro_rep_7","pro_rep",0,1,0,0,3.25,1
"649","325",0,0,0,64,0,3,7,"White",1.249,0,"Democrat",1,0,0,1,0,1,0,"headline_pro_dem_8","pro_dem",1,0,0,0,3,1
"650","325",0,0,0,64,0,3,7,"White",1.249,0,"Democrat",1,0,1,1,0,1,0,"headline_pro_rep_2","pro_rep",0,1,0,0,3,0
"651","326",0,0,0,49,1,2,4,"Non-White",0.2735,0,"Democrat",1,0,0,1,1,1,1,"headline_pro_rep_6","pro_rep",0,1,0,0,2,0
"652","326",0,0,0,49,1,2,4,"Non-White",0.2735,0,"Democrat",1,0,1,0,0,4,1,"headline_pro_dem_2","pro_dem",1,0,1,0,2,1
"653","327",1,0,0,25,1,3,7,"White",1.7635,1,"Republican",0,1,0,1,1,1,0,"headline_pro_dem_8","pro_dem",1,0,0,1,3.25,0
"654","327",1,0,0,25,1,3,7,"White",1.7635,1,"Republican",0,1,1,1,0,1,0,"headline_pro_rep_4","pro_rep",0,1,0,1,3.25,1
"655","328",0,0,0,66,0,5,7,"White",1.0583,0,"Republican",0,1,0,0,1,2,0,"headline_pro_rep_4","pro_rep",0,1,0,0,3,1
"656","328",0,0,0,66,0,5,7,"White",1.0583,0,"Republican",0,1,1,0,1,1,0,"headline_pro_dem_7","pro_dem",1,0,0,0,3,0
"657","329",0,0,0,65,1,3,6,"Non-White",0.4011,0,"Democrat",1,0,0,1,0,2,1,"headline_pro_rep_2","pro_rep",0,1,0,0,3,0
"658","329",0,1,0,65,1,3,6,"Non-White",0.4011,0,"Democrat",1,0,1,1,0,1,1,"headline_pro_dem_8","pro_dem",1,0,0,0,3,1
"659","330",0,0,0,36,1,4,6,"Non-White",0.4688,0,"Democrat",1,0,0,0,0,2,0,"headline_pro_dem_3","pro_dem",1,0,0,0,1.5,1
"660","330",0,0,0,36,1,4,6,"Non-White",0.4688,0,"Democrat",1,0,1,0,1,1,0,"headline_pro_rep_9","pro_rep",0,1,0,0,1.5,0
"661","331",0,0,0,46,0,4,7,"Non-White",0.3358,0,"Republican",0,1,0,0,1,4,0,"headline_pro_rep_2","pro_rep",0,1,1,0,2.5,1
"662","331",0,0,0,46,0,4,7,"Non-White",0.3358,0,"Republican",0,1,1,1,0,3,0,"headline_pro_dem_8","pro_dem",1,0,1,0,2.5,0
"663","332",1,1,1,30,1,4,6,"Non-White",0.4226,0,"Democrat",1,0,0,0,0,3,0,"headline_pro_dem_4","pro_dem",1,0,1,0,2.75,1
"664","332",1,1,1,30,1,4,6,"Non-White",0.4226,0,"Democrat",1,0,1,1,0,4,1,"headline_pro_rep_7","pro_rep",0,1,1,0,2.75,0
"665","333",1,1,1,32,1,3,7,"White",0.8079,1,"Republican",0,1,0,1,0,2,0,"headline_pro_rep_4","pro_rep",0,1,0,0,2.5,1
"666","333",1,1,1,32,1,3,7,"White",0.8079,1,"Republican",0,1,1,0,1,2,0,"headline_pro_dem_8","pro_dem",1,0,0,0,2.5,0
"667","334",0,0,0,37,1,5,6,"Non-White",0.4688,0,"Democrat",1,0,0,1,1,2,1,"headline_pro_rep_1","pro_rep",0,1,0,0,3.25,0
"668","334",0,0,0,37,1,5,6,"Non-White",0.4688,0,"Democrat",1,0,1,1,0,3,1,"headline_pro_dem_4","pro_dem",1,0,1,0,3.25,1
"669","335",0,1,1,29,0,3,2,"White",2.3523,0,"Republican",0,1,0,0,1,1,0,"headline_pro_rep_9","pro_rep",0,1,0,0,2,1
"670","335",0,0,0,29,0,3,2,"White",2.3523,0,"Republican",0,1,1,0,1,1,1,"headline_pro_dem_2","pro_dem",1,0,0,0,2,0
"671","336",0,0,0,58,0,4,6,"White",0.9918,0,"Republican",0,1,0,1,1,1,1,"headline_pro_rep_3","pro_rep",0,1,0,0,1.5,1
"672","336",0,0,0,58,0,4,6,"White",0.9918,0,"Republican",0,1,1,1,1,1,1,"headline_pro_dem_7","pro_dem",1,0,0,0,1.5,0
"673","337",1,0,0,67,1,2,7,"White",1.6412,0,"Republican",0,1,0,0,1,1,0,"headline_pro_dem_4","pro_dem",1,0,0,0,3.75,0
"674","337",1,0,0,67,1,2,7,"White",1.6412,0,"Republican",0,1,1,0,1,1,0,"headline_pro_rep_9","pro_rep",0,1,0,0,3.75,1
"675","338",0,0,0,44,1,4,6,"White",0.5573,1,"Republican",0,1,0,1,1,2,0,"headline_pro_rep_9","pro_rep",0,1,0,0,2.5,1
"676","338",0,0,0,44,1,4,6,"White",0.5573,1,"Republican",0,1,1,1,1,2,1,"headline_pro_dem_8","pro_dem",1,0,0,0,2.5,0
"677","339",0,0,0,43,1,2,6,"Non-White",0.299,0,"Republican",0,1,0,0,1,3,1,"headline_pro_rep_8","pro_rep",0,1,1,0,2.75,1
"678","339",0,0,0,43,1,2,6,"Non-White",0.299,0,"Republican",0,1,1,1,0,1,1,"headline_pro_dem_1","pro_dem",1,0,0,0,2.75,0
"679","340",1,0,1,61,0,3,5,"White",0.5015,1,"Republican",0,1,0,1,1,3,0,"headline_pro_dem_5","pro_dem",1,0,1,0,2.75,0
"680","340",1,0,1,61,0,3,5,"White",0.5015,1,"Republican",0,1,1,0,1,2,0,"headline_pro_rep_8","pro_rep",0,1,0,0,2.75,1
"681","341",1,1,0,55,0,3,7,"White",1.3439,0,"Republican",0,1,0,0,1,4,0,"headline_pro_rep_2","pro_rep",0,1,1,0,3.75,1
"682","341",1,1,0,55,0,3,7,"White",1.3439,0,"Republican",0,1,1,0,1,1,0,"headline_pro_dem_8","pro_dem",1,0,0,0,3.75,0
"683","342",0,0,0,49,0,4,5,"White",1.1635,0,"Republican",0,1,0,1,0,1,0,"headline_pro_dem_2","pro_dem",1,0,0,0,3,0
"684","342",0,0,0,49,0,4,5,"White",1.1635,0,"Republican",0,1,1,1,0,1,1,"headline_pro_rep_2","pro_rep",0,1,0,0,3,1
"685","343",0,0,0,72,1,2,3,"Non-White",0.4465,0,"Democrat",1,0,0,1,0,2,0,"headline_pro_rep_3","pro_rep",0,1,0,0,3.25,0
"686","343",0,0,0,72,1,2,3,"Non-White",0.4465,0,"Democrat",1,0,1,1,0,2,1,"headline_pro_dem_7","pro_dem",1,0,0,0,3.25,1
"687","344",1,0,1,28,1,3,6,"White",1.5361,1,"Democrat",1,0,0,1,0,1,0,"headline_pro_rep_9","pro_rep",0,1,0,0,2.5,0
"688","344",1,0,1,28,1,3,6,"White",1.5361,1,"Democrat",1,0,1,0,0,3,0,"headline_pro_dem_8","pro_dem",1,0,1,0,2.5,1
"689","345",0,0,1,82,1,5,6,"Non-White",0.2465,0,"Democrat",1,0,0,1,0,1,1,"headline_pro_rep_4","pro_rep",0,1,0,0,3,0
"690","345",0,0,0,82,1,5,6,"Non-White",0.2465,0,"Democrat",1,0,1,1,0,1,1,"headline_pro_dem_9","pro_dem",1,0,0,0,3,1
"691","346",0,0,0,33,0,4,6,"Non-White",0.6346,1,"Democrat",1,0,0,0,1,3,0,"headline_pro_dem_1","pro_dem",1,0,1,0,2,1
"692","346",0,0,0,33,0,4,6,"Non-White",0.6346,1,"Democrat",1,0,1,0,1,3,0,"headline_pro_rep_1","pro_rep",0,1,1,1,2,0
"693","347",0,0,0,65,1,2,3,"Non-White",0.4465,0,"Democrat",1,0,0,1,1,1,1,"headline_pro_rep_4","pro_rep",0,1,0,0,2.5,0
"694","347",0,0,0,65,1,2,3,"Non-White",0.4465,0,"Democrat",1,0,1,1,1,2,1,"headline_pro_dem_2","pro_dem",1,0,0,0,2.5,1
"695","348",0,0,0,76,1,2,7,"White",1.5246,0,"Republican",0,1,0,1,1,1,1,"headline_pro_rep_5","pro_rep",0,1,0,0,2,1
"696","348",0,0,0,76,1,2,7,"White",1.5246,0,"Republican",0,1,1,1,0,1,1,"headline_pro_dem_8","pro_dem",1,0,0,0,2,0
"697","349",1,0,0,62,0,4,7,"White",1.0738,0,"Democrat",1,0,0,0,1,1,0,"headline_pro_dem_8","pro_dem",1,0,0,0,2.5,1
"698","349",1,0,0,62,0,4,7,"White",1.0738,0,"Democrat",1,0,1,0,1,1,0,"headline_pro_rep_8","pro_rep",0,1,0,0,2.5,0
"699","350",1,1,0,42,0,3,4,"Non-White",0.9369,0,"Democrat",1,0,0,0,1,2,1,"headline_pro_dem_9","pro_dem",1,0,0,0,3.25,1
"700","350",1,1,0,42,0,3,4,"Non-White",0.9369,0,"Democrat",1,0,1,1,0,2,1,"headline_pro_rep_7","pro_rep",0,1,0,0,3.25,0
"701","351",1,0,0,52,1,3,4,"Non-White",0.5541,0,"Democrat",1,0,0,1,1,1,1,"headline_pro_rep_5","pro_rep",0,1,0,0,2,0
"702","351",1,0,0,52,1,3,4,"Non-White",0.5541,0,"Democrat",1,0,1,0,1,3,0,"headline_pro_dem_2","pro_dem",1,0,1,0,2,1
"703","352",1,0,0,58,0,5,7,"White",1.1209,0,"Democrat",1,0,0,0,1,1,1,"headline_pro_rep_3","pro_rep",0,1,0,0,3.5,0
"704","352",1,0,0,58,0,5,7,"White",1.1209,0,"Democrat",1,0,1,0,1,1,0,"headline_pro_dem_7","pro_dem",1,0,0,0,3.5,1
"705","353",0,0,0,60,1,4,4,"Non-White",0.1291,0,"Democrat",1,0,0,0,1,1,0,"headline_pro_rep_7","pro_rep",0,1,0,0,2.75,0
"706","353",0,0,0,60,1,4,4,"Non-White",0.1291,0,"Democrat",1,0,1,0,1,1,0,"headline_pro_dem_5","pro_dem",1,0,0,0,2.75,1
"707","354",1,0,0,89,1,2,5,"White",1.4679,0,"Republican",0,1,0,0,1,2,0,"headline_pro_rep_8","pro_rep",0,1,0,0,3,1
"708","354",1,0,0,89,1,2,5,"White",1.4679,0,"Republican",0,1,1,0,1,3,0,"headline_pro_dem_3","pro_dem",1,0,1,0,3,0
"709","355",1,0,0,83,1,2,3,"Non-White",0.4465,0,"Democrat",1,0,0,1,0,1,0,"headline_pro_rep_2","pro_rep",0,1,0,0,3.75,0
"710","355",1,0,0,83,1,2,3,"Non-White",0.4465,0,"Democrat",1,0,1,1,0,1,0,"headline_pro_dem_4","pro_dem",1,0,0,0,3.75,1
"711","356",1,0,0,48,1,5,5,"Non-White",0.7245,1,"Democrat",1,0,0,0,1,1,0,"headline_pro_rep_1","pro_rep",0,1,0,0,2,0
"712","356",1,0,0,48,1,5,5,"Non-White",0.7245,1,"Democrat",1,0,1,1,1,1,1,"headline_pro_dem_4","pro_dem",1,0,0,0,2,1
"713","357",0,0,0,61,1,3,6,"Non-White",0.4038,0,"Democrat",1,0,0,0,0,1,0,"headline_pro_rep_9","pro_rep",0,1,0,0,3,0
"714","357",0,0,1,61,1,3,6,"Non-White",0.4038,0,"Democrat",1,0,1,0,1,3,0,"headline_pro_dem_2","pro_dem",1,0,1,0,3,1
"715","358",0,0,0,37,1,3,5,"White",1.558,0,"Democrat",1,0,0,1,0,2,0,"headline_pro_rep_6","pro_rep",0,1,0,0,2,0
"716","358",0,0,0,37,1,3,5,"White",1.558,0,"Democrat",1,0,1,1,0,2,0,"headline_pro_dem_2","pro_dem",1,0,0,0,2,1
"717","359",0,1,1,82,1,3,3,"White",0.9712,0,"Democrat",1,0,0,1,0,1,1,"headline_pro_rep_8","pro_rep",0,1,0,0,3.25,0
"718","359",0,1,1,82,1,3,3,"White",0.9712,0,"Democrat",1,0,1,1,0,1,0,"headline_pro_dem_1","pro_dem",1,0,0,0,3.25,1
"719","360",1,0,0,63,0,2,7,"White",1.4055,0,"Republican",0,1,0,0,1,3,0,"headline_pro_dem_9","pro_dem",1,0,1,0,4,0
"720","360",1,0,0,63,0,2,7,"White",1.4055,0,"Republican",0,1,1,0,1,3,0,"headline_pro_rep_5","pro_rep",0,1,1,0,4,1
"721","361",1,0,1,83,1,3,1,"White",1.0326,0,"Democrat",1,0,0,1,0,2,1,"headline_pro_dem_6","pro_dem",1,0,0,0,3,1
"722","361",1,1,1,83,1,3,1,"White",1.0326,0,"Democrat",1,0,1,0,1,2,1,"headline_pro_rep_7","pro_rep",0,1,0,0,3,0
"723","362",0,0,0,21,0,3,2,"Non-White",1.1917,0,"Democrat",1,0,0,1,1,3,0,"headline_pro_dem_6","pro_dem",1,0,1,0,2.75,1
"724","362",0,1,1,21,0,3,2,"Non-White",1.1917,0,"Democrat",1,0,1,0,0,3,1,"headline_pro_rep_5","pro_rep",0,1,1,0,2.75,0
"725","363",0,0,1,87,0,4,7,"White",0.9974,0,"Republican",0,1,0,1,1,3,0,"headline_pro_dem_9","pro_dem",1,0,1,0,3,0
"726","363",0,0,0,87,0,4,7,"White",0.9974,0,"Republican",0,1,1,1,0,2,1,"headline_pro_rep_3","pro_rep",0,1,0,0,3,1
"727","364",1,0,1,36,0,5,5,"White",0.6517,1,"Democrat",1,0,0,1,0,1,0,"headline_pro_dem_1","pro_dem",1,0,0,1,3.5,1
"728","364",1,0,1,36,0,5,5,"White",0.6517,1,"Democrat",1,0,1,1,0,1,0,"headline_pro_rep_9","pro_rep",0,1,0,1,3.5,0
"729","365",1,0,0,46,1,3,3,"Non-White",0.5025,0,"Democrat",1,0,0,0,0,1,1,"headline_pro_dem_1","pro_dem",1,0,0,1,2.5,1
"730","365",1,0,0,46,1,3,3,"Non-White",0.5025,0,"Democrat",1,0,1,0,1,1,1,"headline_pro_rep_3","pro_rep",0,1,0,1,2.5,0
"731","366",0,0,0,69,1,2,5,"White",1.4679,0,"Republican",0,1,0,0,1,3,0,"headline_pro_rep_7","pro_rep",0,1,1,0,3.75,1
"732","366",0,0,0,69,1,2,5,"White",1.4679,0,"Republican",0,1,1,1,1,2,0,"headline_pro_dem_1","pro_dem",1,0,0,0,3.75,0
"733","367",1,0,0,40,1,5,7,"White",1.589,0,"Republican",0,1,0,0,1,1,0,"headline_pro_dem_4","pro_dem",1,0,0,0,2.5,0
"734","367",1,0,0,40,1,5,7,"White",1.589,0,"Republican",0,1,1,0,1,1,0,"headline_pro_rep_5","pro_rep",0,1,0,0,2.5,1
"735","368",0,0,0,50,1,2,2,"Non-White",0.6039,0,"Democrat",1,0,0,1,0,2,1,"headline_pro_dem_9","pro_dem",1,0,0,0,2.5,1
"736","368",0,0,0,50,1,2,2,"Non-White",0.6039,0,"Democrat",1,0,1,0,0,3,0,"headline_pro_rep_2","pro_rep",0,1,1,0,2.5,0
"737","369",0,0,0,73,1,4,6,"Non-White",0.2999,0,"Republican",0,1,0,1,0,1,0,"headline_pro_rep_3","pro_rep",0,1,0,0,2.5,1
"738","369",0,1,0,73,1,4,6,"Non-White",0.2999,0,"Republican",0,1,1,1,0,1,0,"headline_pro_dem_6","pro_dem",1,0,0,0,2.5,0
"739","370",1,0,0,54,0,4,6,"White",1.0677,0,"Democrat",1,0,0,1,1,1,1,"headline_pro_rep_1","pro_rep",0,1,0,0,2.75,0
"740","370",1,0,0,54,0,4,6,"White",1.0677,0,"Democrat",1,0,1,1,1,1,1,"headline_pro_dem_1","pro_dem",1,0,0,0,2.75,1
"741","371",0,0,0,43,0,3,4,"White",1.1258,1,"Democrat",1,0,0,0,1,2,0,"headline_pro_dem_2","pro_dem",1,0,0,0,2,1
"742","371",0,1,1,43,0,3,4,"White",1.1258,1,"Democrat",1,0,1,0,1,4,0,"headline_pro_rep_7","pro_rep",0,1,1,0,2,0
"743","372",0,0,0,42,1,2,4,"Non-White",0.949,0,"Democrat",1,0,0,1,0,2,0,"headline_pro_dem_7","pro_dem",1,0,0,0,3.25,1
"744","372",0,0,0,42,1,2,4,"Non-White",0.949,0,"Democrat",1,0,1,1,0,1,1,"headline_pro_rep_8","pro_rep",0,1,0,0,3.25,0
"745","373",1,0,0,60,0,2,1,"White",1.1056,0,"Democrat",1,0,0,1,0,1,1,"headline_pro_rep_4","pro_rep",0,1,0,0,3,0
"746","373",1,0,0,60,0,2,1,"White",1.1056,0,"Democrat",1,0,1,1,0,2,0,"headline_pro_dem_3","pro_dem",1,0,0,0,3,1
"747","374",1,0,0,50,1,3,6,"White",1.5983,0,"Democrat",1,0,0,1,0,1,0,"headline_pro_rep_6","pro_rep",0,1,0,0,1,0
"748","374",1,0,0,50,1,3,6,"White",1.5983,0,"Democrat",1,0,1,1,0,1,1,"headline_pro_dem_6","pro_dem",1,0,0,1,4,1
"749","375",1,0,0,47,0,5,7,"White",1.226,0,"Republican",0,1,0,0,1,1,0,"headline_pro_rep_9","pro_rep",0,1,0,0,2.75,1
"750","375",1,0,0,47,0,5,7,"White",1.226,0,"Republican",0,1,1,0,1,1,0,"headline_pro_dem_4","pro_dem",1,0,0,0,2.75,0
"751","376",1,0,0,59,1,2,4,"Non-White",0.6774,0,"Democrat",1,0,0,1,0,2,1,"headline_pro_dem_6","pro_dem",1,0,0,0,2.75,1
"752","376",1,0,0,59,1,2,4,"Non-White",0.6774,0,"Democrat",1,0,1,1,0,2,1,"headline_pro_rep_1","pro_rep",0,1,0,0,2.75,0
"753","377",0,0,0,81,1,1,2,"White",1.8739,0,"Republican",0,1,0,1,0,3,1,"headline_pro_dem_8","pro_dem",1,0,1,0,3,0
"754","377",0,0,0,81,1,1,2,"White",1.8739,0,"Republican",0,1,1,1,0,2,0,"headline_pro_rep_4","pro_rep",0,1,0,0,3,1
"755","378",0,0,1,62,1,2,4,"Non-White",0.4956,0,"Democrat",1,0,0,1,0,1,1,"headline_pro_rep_2","pro_rep",0,1,0,0,2.25,0
"756","378",0,0,1,62,1,2,4,"Non-White",0.4956,0,"Democrat",1,0,1,1,0,1,1,"headline_pro_dem_7","pro_dem",1,0,0,0,2.25,1
"757","379",0,0,0,75,1,2,4,"White",1.4052,0,"Democrat",1,0,0,1,0,1,1,"headline_pro_rep_5","pro_rep",0,1,0,0,3.75,0
"758","379",0,0,0,75,1,2,4,"White",1.4052,0,"Democrat",1,0,1,0,0,4,0,"headline_pro_dem_5","pro_dem",1,0,1,0,3.75,1
"759","380",1,0,0,44,1,4,6,"White",1.406,0,"Democrat",1,0,0,1,0,2,0,"headline_pro_dem_7","pro_dem",1,0,0,0,2,1
"760","380",1,0,0,44,1,4,6,"White",1.406,0,"Democrat",1,0,1,1,0,2,0,"headline_pro_rep_4","pro_rep",0,1,0,0,2,0
"761","381",0,0,0,64,0,3,5,"White",0.9779,0,"Republican",0,1,0,1,0,1,1,"headline_pro_dem_7","pro_dem",1,0,0,0,3,0
