id,accuracy_order,social_media_post_removed,social_media_post_flagged,age,gender,education,household_income,race,weight,hispanic,party_id,party_id_dem,party_id_rep,headline_order,remove,censorship,accuracy,harm,headline,headline_orientation,headline_pro_dem,headline_pro_rep,accuracy_binary,social_media_most_common_newsformat,political_interest,aligned
268,0,1,1,57,0,4,4,Non-White,0.1291,0,Republican,0,1,1,0,1,1,0,headline_pro_rep_3,pro_rep,0,1,0,0,3.5,1
269,0,0,0,68,1,1,1,Non-White,0.6471,0,Democrat,1,0,0,1,0,2,0,headline_pro_dem_1,pro_dem,1,0,0,0,2,1
269,0,0,0,68,1,1,1,Non-White,0.6471,0,Democrat,1,0,1,1,0,1,0,headline_pro_rep_5,pro_rep,0,1,0,0,2,0
270,0,0,0,52,1,4,7,Non-White,0.3816,0,Democrat,1,0,0,1,0,3,1,headline_pro_dem_2,pro_dem,1,0,1,0,2.25,1
270,0,0,0,52,1,4,7,Non-White,0.3816,0,Democrat,1,0,1,1,0,1,1,headline_pro_rep_2,pro_rep,0,1,0,0,2.25,0
271,0,0,0,32,1,5,4,Non-White,0.4676,0,Democrat,1,0,0,0,0,1,0,headline_pro_dem_8,pro_dem,1,0,0,0,3,1
271,0,0,0,32,1,5,4,Non-White,0.4676,0,Democrat,1,0,1,0,0,1,0,headline_pro_rep_4,pro_rep,0,1,0,0,3,0
272,1,NA,NA,61,1,4,4,White,1.0568,0,Democrat,1,0,0,1,0,1,1,headline_pro_dem_7,pro_dem,1,0,0,0,1.5,1
272,1,NA,NA,61,1,4,4,White,1.0568,0,Democrat,1,0,1,0,1,1,0,headline_pro_rep_8,pro_rep,0,1,0,0,1.5,0
273,0,0,0,24,1,4,7,White,2.9676,0,Democrat,1,0,0,1,0,2,1,headline_pro_rep_5,pro_rep,0,1,0,0,3,0
273,0,0,0,24,1,4,7,White,2.9676,0,Democrat,1,0,1,1,0,2,1,headline_pro_dem_5,pro_dem,1,0,0,0,3,1
274,0,0,0,50,0,2,2,Non-White,0.5398,0,Democrat,1,0,0,1,0,1,1,headline_pro_dem_4,pro_dem,1,0,0,0,2.5,1
274,0,0,0,50,0,2,2,Non-White,0.5398,0,Democrat,1,0,1,0,0,2,1,headline_pro_rep_4,pro_rep,0,1,0,0,2.5,0
275,0,1,1,59,0,1,4,White,1.9678,0,Republican,0,1,0,0,0,3,0,headline_pro_rep_7,pro_rep,0,1,1,0,2.5,1
275,0,1,1,59,0,1,4,White,1.9678,0,Republican,0,1,1,0,0,3,0,headline_pro_dem_9,pro_dem,1,0,1,0,2.5,0
276,1,NA,NA,64,0,3,4,Non-White,0.8206,0,Republican,0,1,0,0,0,3,1,headline_pro_rep_9,pro_rep,0,1,1,0,2.5,1
276,1,NA,NA,64,0,3,4,Non-White,0.8206,0,Republican,0,1,1,0,1,3,1,headline_pro_dem_4,pro_dem,1,0,1,0,2.5,0
277,0,0,0,71,1,1,4,White,2.0719,0,Democrat,1,0,0,0,0,2,0,headline_pro_dem_1,pro_dem,1,0,0,0,3,1
277,0,0,0,71,1,1,4,White,2.0719,0,Democrat,1,0,1,0,0,2,0,headline_pro_rep_8,pro_rep,0,1,0,0,3,0
278,0,NA,NA,34,1,3,7,White,0.7355,1,Democrat,1,0,0,NA,NA,NA,NA,headline_pro_dem_2,pro_dem,1,0,NA,1,NA,1
278,0,NA,NA,34,1,3,7,White,0.7355,1,Democrat,1,0,1,1,0,2,0,headline_pro_rep_6,pro_rep,0,1,0,1,NA,0
279,0,0,0,36,0,4,4,White,1.2379,0,Democrat,1,0,0,1,0,1,0,headline_pro_dem_6,pro_dem,1,0,0,0,3,1
279,0,0,0,36,0,4,4,White,1.2379,0,Democrat,1,0,1,1,0,1,1,headline_pro_rep_2,pro_rep,0,1,0,0,3,0
280,1,0,0,45,1,4,4,Non-White,0.3384,0,Democrat,1,0,0,1,0,2,0,headline_pro_rep_8,pro_rep,0,1,0,0,3.5,0
280,1,0,0,45,1,4,4,Non-White,0.3384,0,Democrat,1,0,1,1,0,2,0,headline_pro_dem_5,pro_dem,1,0,0,0,3.5,1
281,0,0,0,66,0,2,3,White,1.055,0,Republican,0,1,0,1,0,1,1,headline_pro_rep_2,pro_rep,0,1,0,0,3,1
281,0,0,0,66,0,2,3,White,1.055,0,Republican,0,1,1,0,0,2,1,headline_pro_dem_5,pro_dem,1,0,0,0,3,0
282,0,0,0,41,1,5,7,Non-White,0.1574,0,Democrat,1,0,0,0,0,3,0,headline_pro_dem_8,pro_dem,1,0,1,0,3,1
282,0,0,0,41,1,5,7,Non-White,0.1574,0,Democrat,1,0,1,0,0,3,0,headline_pro_rep_6,pro_rep,0,1,1,0,3,0
283,0,0,0,70,0,4,3,White,0.8337,0,Republican,0,1,0,0,1,1,0,headline_pro_dem_2,pro_dem,1,0,0,0,3,0
283,0,0,0,70,0,4,3,White,0.8337,0,Republican,0,1,1,0,1,3,0,headline_pro_rep_8,pro_rep,0,1,1,0,3,1
284,0,0,1,36,0,5,7,Non-White,0.5057,0,Democrat,1,0,0,1,0,3,0,headline_pro_dem_1,pro_dem,1,0,1,0,3.25,1
284,0,0,1,36,0,5,7,Non-White,0.5057,0,Democrat,1,0,1,1,0,1,1,headline_pro_rep_3,pro_rep,0,1,0,0,3.25,0
285,0,NA,NA,51,1,5,7,White,1.5477,0,Republican,0,1,0,0,1,3,0,headline_pro_dem_4,pro_dem,1,0,1,0,2.5,0
285,0,NA,NA,51,1,5,7,White,1.5477,0,Republican,0,1,1,0,1,4,0,headline_pro_rep_2,pro_rep,0,1,1,0,2.5,1
286,0,0,0,51,0,2,5,White,1.4793,0,Democrat,1,0,0,0,0,NA,0,headline_pro_rep_8,pro_rep,0,1,NA,0,3.25,0
286,0,0,0,51,0,2,5,White,1.4793,0,Democrat,1,0,1,0,0,NA,0,headline_pro_dem_1,pro_dem,1,0,NA,0,3.25,1
287,0,0,0,39,1,4,5,Non-White,0.3199,0,Republican,0,1,0,1,0,1,1,headline_pro_rep_3,pro_rep,0,1,0,1,1,1
287,0,0,0,39,1,4,5,Non-White,0.3199,0,Republican,0,1,1,1,0,1,1,headline_pro_dem_9,pro_dem,1,0,0,1,1,0
288,0,NA,NA,69,0,4,3,White,0.8459,0,Democrat,1,0,0,0,0,3,1,headline_pro_dem_9,pro_dem,1,0,1,0,3.5,1
288,0,NA,NA,69,0,4,3,White,0.8459,0,Democrat,1,0,1,0,0,1,1,headline_pro_rep_5,pro_rep,0,1,0,0,3.5,0
289,1,NA,NA,71,1,4,6,Non-White,0.2415,0,Republican,0,1,0,1,0,1,1,headline_pro_rep_4,pro_rep,0,1,0,0,3,1
289,1,NA,NA,71,1,4,6,Non-White,0.2415,0,Republican,0,1,1,1,0,1,1,headline_pro_dem_9,pro_dem,1,0,0,0,3,0
290,0,0,0,50,0,2,4,White,1.4367,0,Republican,0,1,0,1,0,1,1,headline_pro_rep_2,pro_rep,0,1,0,0,2.25,1
290,0,0,0,50,0,2,4,White,1.4367,0,Republican,0,1,1,1,0,1,1,headline_pro_dem_8,pro_dem,1,0,0,0,2.25,0
291,0,NA,NA,57,0,4,7,White,1.1334,0,Republican,0,1,0,1,0,1,1,headline_pro_dem_3,pro_dem,1,0,0,0,2.5,0
291,0,NA,NA,57,0,4,7,White,1.1334,0,Republican,0,1,1,1,0,1,1,headline_pro_rep_2,pro_rep,0,1,0,0,2.5,1
292,0,1,1,56,0,3,5,White,1.202,0,Republican,0,1,0,0,1,2,1,headline_pro_dem_4,pro_dem,1,0,0,1,4,0
292,0,1,1,56,0,3,5,White,1.202,0,Republican,0,1,1,0,1,2,1,headline_pro_rep_5,pro_rep,0,1,0,1,4,1
293,0,0,0,48,1,4,4,White,1.3296,0,Republican,0,1,0,0,1,3,0,headline_pro_rep_5,pro_rep,0,1,1,1,2,1
293,0,0,0,48,1,4,4,White,1.3296,0,Republican,0,1,1,0,1,2,0,headline_pro_dem_7,pro_dem,1,0,0,1,2,0
294,1,NA,NA,58,0,4,5,White,1.0185,0,Republican,0,1,0,1,0,2,1,headline_pro_dem_2,pro_dem,1,0,0,0,3,0
294,1,NA,NA,58,0,4,5,White,1.0185,0,Republican,0,1,1,1,0,2,1,headline_pro_rep_1,pro_rep,0,1,0,0,3,1
295,0,0,0,35,1,4,4,Non-White,0.3858,0,Democrat,1,0,0,1,0,1,1,headline_pro_rep_6,pro_rep,0,1,0,0,3,0
295,0,0,0,35,1,4,4,Non-White,0.3858,0,Democrat,1,0,1,1,0,1,0,headline_pro_dem_6,pro_dem,1,0,0,0,3,1
296,0,0,0,76,0,4,5,Non-White,0.2691,0,Democrat,1,0,0,1,0,4,0,headline_pro_dem_5,pro_dem,1,0,1,0,3.75,1
296,0,0,0,76,0,4,5,Non-White,0.2691,0,Democrat,1,0,1,1,0,1,0,headline_pro_rep_3,pro_rep,0,1,0,0,3.75,0
297,1,0,0,38,1,4,6,White,0.4068,1,Democrat,1,0,0,1,0,2,0,headline_pro_dem_6,pro_dem,1,0,0,1,2.5,1
297,1,0,0,38,1,4,6,White,0.4068,1,Democrat,1,0,1,1,0,1,0,headline_pro_rep_8,pro_rep,0,1,0,1,2.5,0
298,0,0,0,33,0,4,6,Non-White,0.3458,0,Democrat,1,0,0,1,0,1,1,headline_pro_rep_2,pro_rep,0,1,0,0,2.75,0
298,0,0,0,33,0,4,6,Non-White,0.3458,0,Democrat,1,0,1,1,0,1,1,headline_pro_dem_7,pro_dem,1,0,0,0,2.75,1
299,1,0,0,59,0,3,6,Non-White,0.9392,0,Democrat,1,0,0,1,0,1,1,headline_pro_dem_9,pro_dem,1,0,0,0,2.5,1
299,1,0,0,59,0,3,6,Non-White,0.9392,0,Democrat,1,0,1,1,0,1,1,headline_pro_rep_2,pro_rep,0,1,0,0,2.5,0
300,0,1,1,69,1,1,5,White,2.1643,0,Republican,0,1,0,0,1,1,0,headline_pro_rep_5,pro_rep,0,1,0,0,2.5,1
300,0,1,1,69,1,1,5,White,2.1643,0,Republican,0,1,1,0,1,1,0,headline_pro_dem_3,pro_dem,1,0,0,0,2.5,0
301,1,0,0,35,1,3,3,White,0.8847,1,Republican,0,1,0,0,1,3,0,headline_pro_rep_8,pro_rep,0,1,1,0,3,1
301,1,0,0,35,1,3,3,White,0.8847,1,Republican,0,1,1,0,1,2,0,headline_pro_dem_9,pro_dem,1,0,0,0,3,0
302,1,0,0,61,1,2,5,White,1.3572,0,Republican,0,1,0,0,0,2,0,headline_pro_rep_2,pro_rep,0,1,0,0,2.75,1
302,1,0,0,61,1,2,5,White,1.3572,0,Republican,0,1,1,0,0,2,0,headline_pro_dem_1,pro_dem,1,0,0,0,2.75,0
303,1,0,0,38,0,5,7,White,1.1128,1,Democrat,1,0,0,1,0,2,1,headline_pro_rep_1,pro_rep,0,1,0,0,2.75,0
303,1,0,0,38,0,5,7,White,1.1128,1,Democrat,1,0,1,1,0,1,1,headline_pro_dem_4,pro_dem,1,0,0,0,2.75,1
304,0,0,0,36,0,5,6,Non-White,0.302,0,Democrat,1,0,0,1,0,1,1,headline_pro_rep_9,pro_rep,0,1,0,0,1.75,0
304,0,0,0,36,0,5,6,Non-White,0.302,0,Democrat,1,0,1,1,0,1,0,headline_pro_dem_7,pro_dem,1,0,0,0,1.75,1
305,1,NA,NA,37,1,3,3,White,1.4791,0,Republican,0,1,0,1,0,1,0,headline_pro_rep_3,pro_rep,0,1,0,1,1,1
305,1,NA,NA,37,1,3,3,White,1.4791,0,Republican,0,1,1,0,0,1,0,headline_pro_dem_2,pro_dem,1,0,0,1,1,0
306,1,NA,NA,37,0,1,4,White,2.4625,0,Republican,0,1,0,NA,1,NA,1,headline_pro_dem_9,pro_dem,1,0,NA,0,3.5,0
306,1,NA,NA,37,0,1,4,White,2.4625,0,Republican,0,1,1,NA,1,NA,1,headline_pro_rep_3,pro_rep,0,1,NA,0,3.5,1
307,0,0,0,48,0,1,5,White,2.1811,0,Republican,0,1,0,0,0,2,0,headline_pro_rep_6,pro_rep,0,1,0,1,2.75,1
307,0,0,0,48,0,1,5,White,2.1811,0,Republican,0,1,1,0,0,2,0,headline_pro_dem_3,pro_dem,1,0,0,1,2.75,0
308,1,0,0,73,1,2,3,White,1.2008,0,Republican,0,1,0,0,0,2,0,headline_pro_dem_3,pro_dem,1,0,0,0,2.75,0
308,1,0,0,73,1,2,3,White,1.2008,0,Republican,0,1,1,0,1,1,0,headline_pro_rep_7,pro_rep,0,1,0,0,2.75,1
309,0,NA,NA,66,1,2,5,White,1.4679,0,Democrat,1,0,0,1,0,3,1,headline_pro_rep_7,pro_rep,0,1,1,0,3.75,0
309,0,NA,NA,66,1,2,5,White,1.4679,0,Democrat,1,0,1,0,1,3,0,headline_pro_dem_8,pro_dem,1,0,1,0,3.75,1
310,0,0,0,74,0,1,4,White,1.8554,0,Democrat,1,0,0,1,0,2,1,headline_pro_dem_1,pro_dem,1,0,0,0,3,1
310,0,0,0,74,0,1,4,White,1.8554,0,Democrat,1,0,1,0,0,3,0,headline_pro_rep_2,pro_rep,0,1,1,0,3,0
311,0,1,1,28,0,2,6,White,2.9676,0,Republican,0,1,0,1,0,1,0,headline_pro_dem_1,pro_dem,1,0,0,0,3,0
311,0,1,1,28,0,2,6,White,2.9676,0,Republican,0,1,1,0,1,4,1,headline_pro_rep_4,pro_rep,0,1,1,0,3,1
312,0,NA,NA,74,0,2,6,Non-White,0.6282,0,Democrat,1,0,0,1,0,2,1,headline_pro_rep_6,pro_rep,0,1,0,0,1.5,0
312,0,NA,NA,74,0,2,6,Non-White,0.6282,0,Democrat,1,0,1,1,0,2,1,headline_pro_dem_5,pro_dem,1,0,0,0,1.5,1
313,1,0,0,55,0,4,3,Non-White,0.2645,0,Republican,0,1,0,1,0,1,1,headline_pro_dem_6,pro_dem,1,0,0,0,2,0
313,1,0,0,55,0,4,3,Non-White,0.2645,0,Republican,0,1,1,1,0,1,1,headline_pro_rep_8,pro_rep,0,1,0,0,2,1
314,0,0,0,34,0,5,6,White,1.2275,0,Democrat,1,0,0,0,1,1,0,headline_pro_dem_4,pro_dem,1,0,0,1,3.25,1
314,0,0,0,34,0,5,6,White,1.2275,0,Democrat,1,0,1,0,0,2,0,headline_pro_rep_3,pro_rep,0,1,0,1,3.25,0
315,0,1,1,35,1,3,7,White,1.7614,0,Republican,0,1,0,0,1,3,0,headline_pro_rep_8,pro_rep,0,1,1,0,3,1
315,0,1,1,35,1,3,7,White,1.7614,0,Republican,0,1,1,0,1,3,0,headline_pro_dem_9,pro_dem,1,0,1,0,3,0
316,1,NA,0,30,0,3,7,Non-White,1.0787,0,Democrat,1,0,0,0,0,1,0,headline_pro_rep_1,pro_rep,0,1,0,0,3,0
316,1,NA,0,30,0,3,7,Non-White,1.0787,0,Democrat,1,0,1,0,0,4,0,headline_pro_dem_9,pro_dem,1,0,1,0,3,1
317,1,0,0,36,1,2,2,White,1.7895,0,Republican,0,1,0,1,0,1,0,headline_pro_rep_9,pro_rep,0,1,0,0,2,1
317,1,0,0,36,1,2,2,White,1.7895,0,Republican,0,1,1,1,0,3,0,headline_pro_dem_8,pro_dem,1,0,1,0,2,0
318,0,0,0,34,0,2,2,Non-White,0.8642,0,Democrat,1,0,0,1,0,1,0,headline_pro_rep_3,pro_rep,0,1,0,0,2.25,0
318,0,0,0,34,0,2,2,Non-White,0.8642,0,Democrat,1,0,1,0,0,3,0,headline_pro_dem_5,pro_dem,1,0,1,0,2.25,1
319,0,NA,NA,37,1,5,7,Non-White,0.3577,0,Democrat,1,0,0,1,0,1,1,headline_pro_rep_8,pro_rep,0,1,0,0,3,0
319,0,NA,NA,37,1,5,7,Non-White,0.3577,0,Democrat,1,0,1,0,1,3,0,headline_pro_dem_9,pro_dem,1,0,1,0,3,1
320,1,NA,NA,52,0,1,5,Non-White,2.1731,0,Democrat,1,0,0,1,0,3,NA,headline_pro_dem_6,pro_dem,1,0,1,0,1,1
320,1,NA,NA,52,0,1,5,Non-White,2.1731,0,Democrat,1,0,1,NA,NA,NA,NA,headline_pro_rep_7,pro_rep,0,1,NA,0,1,0
321,1,1,1,44,1,4,6,White,1.3995,0,Democrat,1,0,0,1,0,1,1,headline_pro_rep_4,pro_rep,0,1,0,NA,3.75,0
321,1,1,1,44,1,4,6,White,1.3995,0,Democrat,1,0,1,1,0,1,1,headline_pro_dem_7,pro_dem,1,0,0,NA,3.75,1
322,0,0,0,32,0,1,5,White,2.0458,1,Democrat,1,0,0,0,0,3,0,headline_pro_dem_2,pro_dem,1,0,1,0,2.25,1
322,0,0,0,32,0,1,5,White,2.0458,1,Democrat,1,0,1,1,0,2,0,headline_pro_rep_6,pro_rep,0,1,0,0,2.25,0
323,1,0,0,59,1,5,6,White,1.458,0,Republican,0,1,0,0,1,1,0,headline_pro_rep_7,pro_rep,0,1,0,0,3.75,1
323,1,0,0,59,1,5,6,White,1.458,0,Republican,0,1,1,0,1,1,0,headline_pro_dem_5,pro_dem,1,0,0,0,3.75,0
324,1,0,0,69,1,4,4,White,1.0568,0,Republican,0,1,0,0,1,2,0,headline_pro_dem_4,pro_dem,1,0,0,0,3.25,0
324,1,0,0,69,1,4,4,White,1.0568,0,Republican,0,1,1,0,1,1,0,headline_pro_rep_7,pro_rep,0,1,0,0,3.25,1
325,0,0,0,64,0,3,7,White,1.249,0,Democrat,1,0,0,1,0,1,0,headline_pro_dem_8,pro_dem,1,0,0,0,3,1
325,0,0,0,64,0,3,7,White,1.249,0,Democrat,1,0,1,1,0,1,0,headline_pro_rep_2,pro_rep,0,1,0,0,3,0
326,0,0,0,49,1,2,4,Non-White,0.2735,0,Democrat,1,0,0,1,1,1,1,headline_pro_rep_6,pro_rep,0,1,0,0,2,0
326,0,0,0,49,1,2,4,Non-White,0.2735,0,Democrat,1,0,1,0,0,4,1,headline_pro_dem_2,pro_dem,1,0,1,0,2,1
327,1,0,0,25,1,3,7,White,1.7635,1,Republican,0,1,0,1,1,1,0,headline_pro_dem_8,pro_dem,1,0,0,1,3.25,0
327,1,0,0,25,1,3,7,White,1.7635,1,Republican,0,1,1,1,0,1,0,headline_pro_rep_4,pro_rep,0,1,0,1,3.25,1
328,0,0,0,66,0,5,7,White,1.0583,0,Republican,0,1,0,0,1,2,0,headline_pro_rep_4,pro_rep,0,1,0,0,3,1
328,0,0,0,66,0,5,7,White,1.0583,0,Republican,0,1,1,0,1,1,0,headline_pro_dem_7,pro_dem,1,0,0,0,3,0
329,0,NA,NA,65,1,3,6,Non-White,0.4011,0,Democrat,1,0,0,1,0,2,1,headline_pro_rep_2,pro_rep,0,1,0,0,3,0
329,0,NA,NA,65,1,3,6,Non-White,0.4011,0,Democrat,1,0,1,1,0,1,1,headline_pro_dem_8,pro_dem,1,0,0,0,3,1
330,0,0,0,36,1,4,6,Non-White,0.4688,0,Democrat,1,0,0,0,0,2,0,headline_pro_dem_3,pro_dem,1,0,0,0,1.5,1
330,0,0,0,36,1,4,6,Non-White,0.4688,0,Democrat,1,0,1,0,0,1,0,headline_pro_rep_9,pro_rep,0,1,0,0,1.5,0
331,0,NA,0,46,0,4,7,Non-White,0.3358,0,Republican,0,1,0,0,1,4,0,headline_pro_rep_2,pro_rep,0,1,1,0,2.5,1
331,0,NA,0,46,0,4,7,Non-White,0.3358,0,Republican,0,1,1,1,0,3,0,headline_pro_dem_8,pro_dem,1,0,1,0,2.5,0
332,1,NA,NA,30,1,4,6,Non-White,0.4226,0,Democrat,1,0,0,0,0,NA,0,headline_pro_dem_4,pro_dem,1,0,NA,0,2.75,1
332,1,NA,NA,30,1,4,6,Non-White,0.4226,0,Democrat,1,0,1,1,0,4,1,headline_pro_rep_7,pro_rep,0,1,1,0,2.75,0
333,1,1,1,32,1,3,7,White,0.8079,1,Republican,0,1,0,1,0,NA,0,headline_pro_rep_4,pro_rep,0,1,NA,0,2.5,1
333,1,1,1,32,1,3,7,White,0.8079,1,Republican,0,1,1,0,0,2,0,headline_pro_dem_8,pro_dem,1,0,0,0,2.5,0
334,0,NA,0,37,1,5,6,Non-White,0.4688,0,Democrat,1,0,0,1,0,2,1,headline_pro_rep_1,pro_rep,0,1,0,0,3.25,0
334,0,NA,0,37,1,5,6,Non-White,0.4688,0,Democrat,1,0,1,1,0,3,1,headline_pro_dem_4,pro_dem,1,0,1,0,3.25,1
335,0,NA,NA,29,0,3,2,White,2.3523,0,Republican,0,1,0,0,1,1,0,headline_pro_rep_9,pro_rep,0,1,0,0,2,1
335,0,NA,NA,29,0,3,2,White,2.3523,0,Republican,0,1,1,0,1,1,1,headline_pro_dem_2,pro_dem,1,0,0,0,2,0
336,0,0,0,58,0,4,6,White,0.9918,0,Republican,0,1,0,1,1,1,1,headline_pro_rep_3,pro_rep,0,1,0,0,1.5,1
336,0,0,0,58,0,4,6,White,0.9918,0,Republican,0,1,1,1,1,1,1,headline_pro_dem_7,pro_dem,1,0,0,0,1.5,0
337,1,0,0,67,1,2,7,White,1.6412,0,Republican,0,1,0,0,1,1,0,headline_pro_dem_4,pro_dem,1,0,0,0,3.75,0
337,1,0,0,67,1,2,7,White,1.6412,0,Republican,0,1,1,0,1,1,0,headline_pro_rep_9,pro_rep,0,1,0,0,3.75,1
338,0,NA,NA,44,1,4,6,White,0.5573,1,Republican,0,1,0,1,1,2,0,headline_pro_rep_9,pro_rep,0,1,0,0,2.5,1
338,0,NA,NA,44,1,4,6,White,0.5573,1,Republican,0,1,1,1,1,2,1,headline_pro_dem_8,pro_dem,1,0,0,0,2.5,0
339,0,0,0,43,1,2,6,Non-White,0.299,0,Republican,0,1,0,0,1,3,1,headline_pro_rep_8,pro_rep,0,1,1,0,2.75,1
339,0,0,0,43,1,2,6,Non-White,0.299,0,Republican,0,1,1,1,0,1,1,headline_pro_dem_1,pro_dem,1,0,0,0,2.75,0
340,1,0,1,61,0,3,5,White,0.5015,1,Republican,0,1,0,1,1,3,0,headline_pro_dem_5,pro_dem,1,0,1,0,2.75,0
340,1,0,1,61,0,3,5,White,0.5015,1,Republican,0,1,1,0,1,2,0,headline_pro_rep_8,pro_rep,0,1,0,0,2.75,1
341,1,1,0,55,0,3,7,White,1.3439,0,Republican,0,1,0,0,1,4,0,headline_pro_rep_2,pro_rep,0,1,1,0,3.75,1
341,1,1,0,55,0,3,7,White,1.3439,0,Republican,0,1,1,0,1,1,0,headline_pro_dem_8,pro_dem,1,0,0,0,3.75,0
342,0,NA,NA,49,0,4,5,White,1.1635,0,Republican,0,1,0,1,0,1,0,headline_pro_dem_2,pro_dem,1,0,0,0,3,0
342,0,NA,NA,49,0,4,5,White,1.1635,0,Republican,0,1,1,1,0,1,1,headline_pro_rep_2,pro_rep,0,1,0,0,3,1
343,0,0,0,72,1,2,3,Non-White,0.4465,0,Democrat,1,0,0,1,0,2,0,headline_pro_rep_3,pro_rep,0,1,0,0,3.25,0
343,0,0,0,72,1,2,3,Non-White,0.4465,0,Democrat,1,0,1,1,0,2,1,headline_pro_dem_7,pro_dem,1,0,0,0,3.25,1
344,1,0,1,28,1,3,6,White,1.5361,1,Democrat,1,0,0,1,0,1,0,headline_pro_rep_9,pro_rep,0,1,0,0,2.5,0
344,1,0,1,28,1,3,6,White,1.5361,1,Democrat,1,0,1,0,0,3,0,headline_pro_dem_8,pro_dem,1,0,1,0,2.5,1
345,0,NA,NA,82,1,5,6,Non-White,0.2465,0,Democrat,1,0,0,1,0,1,1,headline_pro_rep_4,pro_rep,0,1,0,0,3,0
345,0,NA,NA,82,1,5,6,Non-White,0.2465,0,Democrat,1,0,1,1,0,1,1,headline_pro_dem_9,pro_dem,1,0,0,0,3,1
346,0,0,0,33,0,4,6,Non-White,0.6346,1,Democrat,1,0,0,0,1,3,0,headline_pro_dem_1,pro_dem,1,0,1,NA,2,1
346,0,0,0,33,0,4,6,Non-White,0.6346,1,Democrat,1,0,1,0,1,3,0,headline_pro_rep_1,pro_rep,0,1,1,NA,2,0
347,0,0,0,65,1,2,3,Non-White,0.4465,0,Democrat,1,0,0,1,1,1,1,headline_pro_rep_4,pro_rep,0,1,0,0,2.5,0
347,0,0,0,65,1,2,3,Non-White,0.4465,0,Democrat,1,0,1,1,1,2,1,headline_pro_dem_2,pro_dem,1,0,0,0,2.5,1
348,0,0,0,76,1,2,7,White,1.5246,0,Republican,0,1,0,1,0,1,1,headline_pro_rep_5,pro_rep,0,1,0,0,2,1
348,0,0,0,76,1,2,7,White,1.5246,0,Republican,0,1,1,1,0,1,1,headline_pro_dem_8,pro_dem,1,0,0,0,2,0
349,1,NA,NA,62,0,4,7,White,1.0738,0,Democrat,1,0,0,0,1,1,0,headline_pro_dem_8,pro_dem,1,0,0,0,2.5,1
349,1,NA,NA,62,0,4,7,White,1.0738,0,Democrat,1,0,1,0,1,1,0,headline_pro_rep_8,pro_rep,0,1,0,0,2.5,0
350,1,1,0,42,0,3,4,Non-White,0.9369,0,Democrat,1,0,0,0,1,2,1,headline_pro_dem_9,pro_dem,1,0,0,0,3.25,1
350,1,1,0,42,0,3,4,Non-White,0.9369,0,Democrat,1,0,1,1,0,2,1,headline_pro_rep_7,pro_rep,0,1,0,0,3.25,0
351,1,0,0,52,1,3,4,Non-White,0.5541,0,Democrat,1,0,0,1,1,1,1,headline_pro_rep_5,pro_rep,0,1,0,0,2,0
351,1,0,0,52,1,3,4,Non-White,0.5541,0,Democrat,1,0,1,0,0,3,0,headline_pro_dem_2,pro_dem,1,0,1,0,2,1
352,1,NA,NA,58,0,5,7,White,1.1209,0,Democrat,1,0,0,0,1,1,1,headline_pro_rep_3,pro_rep,0,1,0,0,3.5,0
352,1,NA,NA,58,0,5,7,White,1.1209,0,Democrat,1,0,1,0,1,1,0,headline_pro_dem_7,pro_dem,1,0,0,0,3.5,1
353,0,0,0,60,1,4,4,Non-White,0.1291,0,Democrat,1,0,0,0,1,1,0,headline_pro_rep_7,pro_rep,0,1,0,0,2.75,0
353,0,0,0,60,1,4,4,Non-White,0.1291,0,Democrat,1,0,1,0,1,1,0,headline_pro_dem_5,pro_dem,1,0,0,0,2.75,1
354,1,0,0,89,1,2,5,White,1.4679,0,Republican,0,1,0,0,1,2,0,headline_pro_rep_8,pro_rep,0,1,0,0,3,1
354,1,0,0,89,1,2,5,White,1.4679,0,Republican,0,1,1,0,1,3,0,headline_pro_dem_3,pro_dem,1,0,1,0,3,0
355,1,NA,0,83,1,2,3,Non-White,0.4465,0,Democrat,1,0,0,1,0,1,0,headline_pro_rep_2,pro_rep,0,1,0,0,3.75,0
355,1,NA,0,83,1,2,3,Non-White,0.4465,0,Democrat,1,0,1,NA,0,1,0,headline_pro_dem_4,pro_dem,1,0,0,0,3.75,1
356,1,0,0,48,1,5,5,Non-White,0.7245,1,Democrat,1,0,0,0,0,1,0,headline_pro_rep_1,pro_rep,0,1,0,0,2,0
356,1,0,0,48,1,5,5,Non-White,0.7245,1,Democrat,1,0,1,1,1,1,1,headline_pro_dem_4,pro_dem,1,0,0,0,2,1
357,0,0,NA,61,1,3,6,Non-White,0.4038,0,Democrat,1,0,0,0,0,1,0,headline_pro_rep_9,pro_rep,0,1,0,0,3,0
357,0,0,NA,61,1,3,6,Non-White,0.4038,0,Democrat,1,0,1,0,1,3,0,headline_pro_dem_2,pro_dem,1,0,1,0,3,1
358,0,0,0,37,1,3,5,White,1.558,0,Democrat,1,0,0,1,0,2,0,headline_pro_rep_6,pro_rep,0,1,0,0,2,0
358,0,0,0,37,1,3,5,White,1.558,0,Democrat,1,0,1,1,0,2,0,headline_pro_dem_2,pro_dem,1,0,0,0,2,1
359,0,1,1,82,1,3,3,White,0.9712,0,Democrat,1,0,0,1,0,1,1,headline_pro_rep_8,pro_rep,0,1,0,0,3.25,0
359,0,1,1,82,1,3,3,White,0.9712,0,Democrat,1,0,1,1,0,1,0,headline_pro_dem_1,pro_dem,1,0,0,0,3.25,1
